"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"534","Mechanical pencil Pentel PG1013-E GraphGear1000, line width 0.3 mm, rubber (Z2-1N), 1 piece","NOT CHEAP, BUT WORTH IT","R. L. Edwards","If you've got to do drafting, the Pentel GraphGear 1000 has got to be a top choice.  It works great, feels sturdy, and should be the last drafting pencil you'll ever need.  Very impressive.","Reviewed in the United States on 29 December 2022","5.0 out of 5 stars","Verified Purchase"
"535","Mechanical pencil Pentel PG1013-E GraphGear1000, line width 0.3 mm, rubber (Z2-1N), 1 piece","Solid metalic wonder.","JR","Pentel was a mechanical pencil masterpiece since I was an elementary school student. This pencil provides a 'modernized' experience if you have already experienced the old Pentel mechanical pencils. These days, there are tons of feature packed pencils such as Kuru Toga, DelGuard, etc. But this pencil doesn't have such fashionable features while really good at what it has been good at: the solid writing experience.The lead sleeve retraction feature is a nice and unexpected to have in a Pentel product. But it really helps when you need to be mobile. My decade long gripe on Pentel P20X series was the lead pipe bending like crazy if it was handled wrong way which happens a lot in a classroom environment. Moreover, I usually preferred 0.3mm version due to my note taking habit.The rubberized pads on textured metal grip is unexpectedly comfy to grip. It's not as comfortable as the Dr. Grip but at least metal grip does not attract so much dust unlike rubber surface grips.There is almost nothing to gripe.. A bit heavy? maybe? I do not have problem with such weight since I usually prefer writing with ebonite fountain pens with piston mechanism. So, I'm kind of used to heavy writing apparatus. But if you're not really a fan of heavy writing instruments, it might be problematic. It's not the product's fault, but personal preference as long as the product's weight does not prevent you from even gripping it.If you're up for comfortable but stable experience and some lead sleeve protection, this is it! I've been using it for mainly note taking and journal keeping: Excelsior to any of my usage scenarios.","Reviewed in Spain on 30 May 2023","5.0 out of 5 stars","Verified Purchase"
"536","Mechanical pencil Pentel PG1013-E GraphGear1000, line width 0.3 mm, rubber (Z2-1N), 1 piece","this is a really good product. the led is very strong and you ...","RAY","this is a really good product. the led is very strong and you can easily write. the grip is very comfortable","Reviewed in Canada on 11 September 2021","5.0 out of 5 stars","Verified Purchase"
"537","Mechanical pencil Pentel PG1013-E GraphGear1000, line width 0.3 mm, rubber (Z2-1N), 1 piece","Pentel GraphGear 1000 Mechanical Pencil","Taylor Shin","I purchased the 0.3 pencil mainly for sketching. The pencil is well constructed, strong, practical, good grip and it fits fine in your hand when in use. I wouldn't say that it would be the best for writing as the lead is so fine, I would say that 0.5 and upwards would be best for that task. Having used Pentel standard plastic mechanical pencils for years I thought I would treat myself to something more stylish and long lasting and all I required was built into the GraphGear 1000. Well worth the money and when I purchased it, it had a fair discount on the RRP.Now looking at a GraphGear fine point pen as I am impressed with the pencil.","Reviewed in Canada on 8 September 2020","5.0 out of 5 stars","Verified Purchase"
"538","Mechanical pencil Pentel PG1013-E GraphGear1000, line width 0.3 mm, rubber (Z2-1N), 1 piece","Una calidad que cumple con las expectativas de la marca","Amazon Customer","Pentel me parece muy buena marca. Tengo uno de esos lapiceros ""desechables"" de Pentel, y me ha durado ya como 2 años.Este es uno de esos que si veo en una tienda nunca compraría, pero por internet si que dan ganas...Así que me lo compre, y tengo varias cosas que decir sobre este:-Para empezar, no viene empaquetado, simplemente viene envuelto en papel de burbujas. Algo preocupante, pero el mio llego en perfectas condiciones.-Al tenerlo en la mano por primera vez, te das cuenta de lo pesado que es, algo molesto al inicio, pero a la larga te acostumbras.-La punta es retráctil, la palanquita que tiene en el cuerpo sirve para retraerla, se nota la calidad de esta. No parece que se vaya a romper por nada.-El apoyo donde van los dedos se siente extraño, no voy a mentir, pero cumple su función como grip.-Las puntas incluidas son bastante buenas, algo mas suaves para mi gusto, pero he de admitir su calidad.En resumen, bastante bonito a la vista, al principio parece raro, pero a la larga te acostumbras.Yo lo uso para dibujar, pero para escribir es bastante mejor, creo yo.","Reviewed in India on 4 April 2017","5.0 out of 5 stars","Verified Purchase"
"539","Mechanical pencil Pentel PG1013-E GraphGear1000, line width 0.3 mm, rubber (Z2-1N), 1 piece","Ottima","Ali Mac","Matita di buonisima fattura, pesa il giusto, bella esteticamente e resistente visto che dopo più di 6 mesi di utilizzo e tanti viaggi funziona ancora.Attenzione se comprate la versione da 0.3 mm, le mine son difficili da trovare","Reviewed in the United Kingdom on 6 May 2014","5.0 out of 5 stars","Verified Purchase"
"540","Mechanical pencil Pentel PG1013-E GraphGear1000, line width 0.3 mm, rubber (Z2-1N), 1 piece","The best pencil you can buy","Lizardi","This is the best pencil you can buy. I have tried many other options, some for much more money, but I have continuously come back to this. The design is just so perfect. It feels sturdy without being too heavy and the built in practicality is unmatched. The eraser is nothing to write home about but in an emergency it does the job and can be easily replaced when it runs out. The tip stability is excellent and the feeling ot the grip is surprisingly nice considering it's just metal and rubber dots. I do with that the dots weren't this tacky blue color, the Grey on the .5 is much more subtle and astetically pleasing. But the writing and usage experience is superb. I particularly like how the clip goes into the pencil while it's extended so that there is no protruding metal on the barrel while writing. These are so nice that I have collected quite a few to give as gifts to people.The one problem with this listing in particular is the very sub par shipping. They literally just throw the pencil without a case into a bag and ship it. I wouldn't be surprised if some of these ended up arriving damaged because of that but all of the ones that I've ordered have been fine.","Reviewed in Mexico on 31 July 2020","5.0 out of 5 stars","Verified Purchase"
"541","Mechanical pencil Pentel PG1013-E GraphGear1000, line width 0.3 mm, rubber (Z2-1N), 1 piece","Best Pencil Ever!","Lulunz","The best pencil you will ever buy. Nicely weighted and well made never failed on me highly recommend!","Reviewed in Australia on 1 January 2024","4.7 out of 5 stars","Verified Purchase"
"542","Mechanical pencil Pentel PG1013-E GraphGear1000, line width 0.3 mm, rubber (Z2-1N), 1 piece","Espectacular","labrat7357","Extraordinario en la sensación de agarre y a la hora de esconder la mina","Reviewed in Australia on 4 March 2021","5.0 out of 5 stars","Verified Purchase"
"543","Mechanical pencil Pentel PG1013-E GraphGear1000, line width 0.3 mm, rubber (Z2-1N), 1 piece","Muito bom","Izzy","Gostei muito da lapiseira muito confortável.","Reviewed in the United Kingdom on 5 May 2022","3.0 out of 5 stars","Verified Purchase"
"544","Mechanical pencil Pentel PG1013-E GraphGear1000, line width 0.3 mm, rubber (Z2-1N), 1 piece","Impressed","Izzy","I’ve had this pencil only for a couple days now. Prior to this pencil I was using a Bic mechanical pencil, one of the 12 or so in a package. Probably a dollar per pencil or less.I write a lot every day, and I developed sore muscles in many regions of my hand, so I decided it was time I invest in myself and purchase a “higher-end” pencil, one that was smooth to write with and comfortable to hold.I looked at many pencils from the range of 15-50$ Canadian, this one sat at 18 dollars I believe for the 0.5mm. I liked the look, read some reviews and most of them were quite positive so I decided to try this one out.The case It comes in is nothing special, but it is a case for a single mechanical pencil, and by no means is it poor. It’s cheap as hopefully most of the 18$ was put into the main man himself, the pencil.Now the pencil itself has a nice weight to it, when I clicked the back end and the front tip shot out I was mad excited to try. Very smooth writing, massive improvement over my previous pencils. I’m gliding on my pages and my writing is a lot clearer.Also clicking on the clip will snap the front tip back into its slot. Pretty neat function but we’ll see how it lasts through the test of time.As for my hand and muscle soreness, I’m feeling a huge decrease in pain after just two days of use with this pencil.For its price, and the amount I write, its seeming like a very smart purchase.","Reviewed in Spain on 4 July 2023","5.0 out of 5 stars","Verified Purchase"
"545","Mechanical pencil Pentel PG1013-E GraphGear1000, line width 0.3 mm, rubber (Z2-1N), 1 piece","Semplicemente bella","ANTONIO","Bella, elegante, impugnatura non comodissima. Ma talmente bella da non poterne fare a meno!","Reviewed in Brazil on 20 July 2022","5.0 out of 5 stars","Verified Purchase"
"546","Mechanical pencil Pentel PG1013-E GraphGear1000, line width 0.3 mm, rubber (Z2-1N), 1 piece","Impeccable","Paulo Júnior  Nazário santos","Très pratique pour bricoler. Le fait d’appuyer sur l’agraphe de poche rétracte la mine et l’empêche de se casser dans la poche. J’ai commandé des mines en 2b pour le traçage sur le bois. J’ai aussi pris le même en 0.5. Je recommande","Reviewed in Canada on 20 August 2021","5.0 out of 5 stars","Verified Purchase"
"547","Mechanical pencil Pentel PG1013-E GraphGear1000, line width 0.3 mm, rubber (Z2-1N), 1 piece","Stiftpenna","Amazon Customer","Produkten fungerade bra och en snabb leverans","Reviewed in Italy on 8 January 2023","5.0 out of 5 stars","Verified Purchase"
"548","Mechanical pencil Pentel PG1013-E GraphGear1000, line width 0.3 mm, rubber (Z2-1N), 1 piece","zeer goed vulpotlood","Alce71","Heel handig dat de punt vanzelf terug springt. Het voorkomt veel gaten in mijn werkkleding. Als doe-het-zelver heb ik hem steeds bij me en 0 .9 is ruim voldoende om af te tekenen. Het potlood is goed vast te houden en heeft een goed gewicht, niet te zwaar of te licht.","Reviewed in France on 17 October 2023","5.0 out of 5 stars","Verified Purchase"
"549","Mechanical pencil Pentel PG1013-E GraphGear1000, line width 0.3 mm, rubber (Z2-1N), 1 piece","Encore et toujours la qualité sans faille !","Xxx45","De nouveau pas du tout déçue par ce crayon. Je possédais déjà le 0,7 . La longue tubulure en métal protège bien la mine et dans le cas d'un 0,3 c'est primordial. J'en avais acheté un autre dont le canon était de moitié ... La mine s'est cassée à l'intérieur et impossible à déloger ... Crayon foutu ! Je recommande cette gamme !","Reviewed in Sweden on 25 February 2023","5.0 out of 5 stars","Verified Purchase"
"550","Mechanical pencil Pentel PG1013-E GraphGear1000, line width 0.3 mm, rubber (Z2-1N), 1 piece","Cómodo","Börje","Es muy bueno, para dibujo y para escribir.","Reviewed in the Netherlands on 9 November 2020","5.0 out of 5 stars","Verified Purchase"
"551","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Awesome Pencils!","KC","Very Nice Sketching Pencils!","Reviewed in the United States on 22 April 2023","4.7 out of 5 stars","Verified Purchase"
"552","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Lovely set of pencils","Sophie💜","Lovely set of pencils my first professional set and you can see the difference, the set comprised of hard and soft pencils so very versatile. And very reasonably priced too, will buy more I might try the watercolours and the pastel ones next. ❤️💜","Reviewed in the United Kingdom on 5 January 2020","5.0 out of 5 stars","Verified Purchase"
"553","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Very good excellent","S.Sharma","So soft and smooth , love it","Reviewed in Canada on 28 September 2022","5.0 out of 5 stars","Verified Purchase"
"554","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Derwent - Lápices gráficos, 12 unidades, Gris, Mediano","Ricardo Espinosa Tanguma","Estoy muy satisfecho con la rapidez con la que llegó y la calidad del producto.","Reviewed in Mexico on 28 December 2023","5.0 out of 5 stars","Verified Purchase"
"555","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Excelente","Paulo Henrique","Excelente","Reviewed in Brazil on 9 February 2024","5.0 out of 5 stars","Verified Purchase"
"556","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","best quality for money","Longina Wentrys","I love Derwent pencils, they are great in their collection sets, which proves that they know their products very well for the needs of various levels of advancement of artists anfd hobbyists. The graphic design of the tin cover is perfect for giving a gift to someone or treat yourself.","Reviewed in the United Kingdom on 27 December 2023","5.0 out of 5 stars","Verified Purchase"
"557","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Se comportan bien","Jose Gabriel","Tacto agradable, y se comportan muy bien con los distintos tipos de papeles. Yo suelo usar los Faber Castell y la verdad estos m estaban gustando cada día más.","Reviewed in Spain on 7 January 2024","5.0 out of 5 stars","Verified Purchase"
"558","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Meine Lieblings Stifte!","Jose Gabriel","Also ich habe mir oft Bleistifte gekauft. War oft sehr enttäuscht weil diese z.b. immer abgebrochen sind oder kaum Deckkraft hatten und sowas.. Und dann bin ich durch Zufall auf Derwent Graphic Stifte gekommen. Habe Sie mir immer bei einer anderen Seite bestellt bis ich sah das es diese auch bei Amazon gibt.Nun habe ich die glaube mir schon 4-5x bestellt (ich Zeichne sehr viel) und ich bin absolut begeistert (:Besonders auch Preislich gesehen einfach top!","Reviewed in Germany on 1 September 2013","5.0 out of 5 stars","Verified Purchase"
"559","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Matite nuove","aE-Design","Un buon set che contiene praticamente le esatte gradazioni che uso io per schizzare. Ottime matite, non saprei spiegare la differenza ma mi trovo meglio che con le Staedtler.","Reviewed in Italy on 8 June 2015","5.0 out of 5 stars","Verified Purchase"
"560","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Excelentes","Lukino","Súper recomendable, originales y de buena calidad.","Reviewed in Mexico on 10 December 2023","5.0 out of 5 stars","Verified Purchase"
"561","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Derwent","federica basilio","Sono contenta di aver trovato le Derwent in questa pratica confezione. devo sottolineare però che sono arrivate con le scritte un po' sciupate sul corpo matita: come se fossero un po' vecchie, o sfregate l'una all'altra. sono un'appassionata di scrittura (con matita 2H soprattutto) e ci sono rimasta un po' male.","Reviewed in Italy on 15 June 2018","4.7 out of 5 stars","Verified Purchase"
"562","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Muy buena compra","João Marques","Los compre para dibujo gráfico y estoy muy contento. Muy buena calidad","Reviewed in Spain on 13 January 2021","3.0 out of 5 stars","Verified Purchase"
"563","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Great value quality product.","Wardrobe72","As always a great quality Derwent product, helping me to achieve great results.","Reviewed in the United Kingdom on 14 February 2021","5.0 out of 5 stars","Verified Purchase"
"564","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Derwents are some of the best around","Mz Nina, business consultant and aspiring artist","I looove this brand, also all their colored pencil lines.  I know everyone is Prismacolor crazy, but it is hype.  Derwents are just as good and I am a little partial to them simply they are the ones I learn to draw with even as a kid.  I remember my first Derwent kit that Dad bought me, 120 pencils and I was around 8 and we were livi9ng in Australia.I love the water color pencils, the graphite, the ink tense that you can actually draw on fabric with and it stays, and the color soft line.  I also have a few others, but those are my favorites.I would say there pencils are as good as any other including Prismacolor.Just make sure to get the right pencil sharpener no matter what you use.  Get a Derwent battery operated, which is still made or a Panasonic or a used HUNT-Boston, all of which are no longer made.  DO NOT GET X-ACTO, it chews your pencils up and constantly breaks the lead.INFO ON ELECTRIC PENCIL SHARPENERS:I am a color pencil artist, and you need to have either a Panasonic, ""Hunt-Boston"" pencil sharpener, otherwise your colored pencils are eaten.  NEVER BUY X-ACTO for colored pencils, X-ACTO will eat your pencils.  Until you can find a Panasonic or Hunt-Boston, or Hunt or Boston electric pencil sharpener, get this if you can find one, or the Derwent ""BLACK"" model as it had 2 holes, one for a longer tip and one for a shorter tip.  I have both.  I had bought the Derwent one as I have Derwent but also use Prismacolor and graphite.  Panasonic and Hunt Boston are NO LONGER MADE no matter WHAT anyone says.  I was lucky to buy a new PANASONIC electric pencil sharpener by trolling the net until I found on.  Bought a used Boston, model #18, used on eBay and paid waaaay too much.  It was pretty beaten up.Also, if you do buy used, get one in the best quality that you can and just pay the extra, I would say up to $35.  I personally would not spend more than that.  I paid $38 for my new Panasonic.Also, X-ACTO bought out ""Hunt-Boston"" and all new models are a 4 digit model number, the actual ""Hunt-Boston"" is only a 2 digit.  This issue is that X-ACTO still sells under the Hunt Boston name, and it is misleading as it now uses X-ACTO cutters, which do NOTHING but EAT your pencils.  I also do not like it when someone lies about what they are selling.I bought what I thought was a ""HUNT"" electric pencil sharpener, it came in a box that had the Hunt name and packaging, but when I opened it up it was a, you guessed right...  An X-ACTO!!  Said so right on the sharpener.Bought on line here at Amazon from Overstock.com, but I returned it and got a refund, including shipping as they were misleading.Hope this helps with those of you who are colored pencil artist.  Get a PANASONIC, HUNT-BOSTON or Derwent sharpener.Also, run a graphite pencil through your sharpener first thing every day and it will stay sharp longer since colored pencils are waxy and tend to build up on the cutters.","Reviewed in the United States on 18 February 2013","5.0 out of 5 stars","Verified Purchase"
"565","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Graphic stifte","M. M","Super graphic Stifte.","Reviewed in Germany on 10 May 2021","5.0 out of 5 stars","Verified Purchase"
"566","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Very good pencils, one frustrating flaw...","Lemon","Great set of quality sketching pencils which do what they say on the tin. Four stars for a couple of reasons: they were not packaged brilliantly so subjected to some force during delivery. This may result in the soft leads being broken inside the pencils, time will tell. Secondly, and this may seem a bit picky, the wave pattern on the bottom of each pencil doesn’t line up when in the tin and the name is pointing upwards. For an artist this is really frustrating and looks messy! You can either have a wave pattern going across the bottom of the tin nicely or the pencil names showing but not both. It’s really annoying but if things like that don’t bother you, you can’t go wrong with the actual pencils.","Reviewed in the United Kingdom on 5 June 2020","5.0 out of 5 stars","Verified Purchase"
"567","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Best Pencils","Dr Heenaba Chudasama","Very good pencils for sketching. Soft and make your drawing super realistic. I am not derwent fan before buying this but now onwards i will think for Derwent first.","Reviewed in India on 26 March 2021","4.0 out of 5 stars","Verified Purchase"
"568","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Nota 1000","angelica","Os lápis são ótimos muito bom mesmo","Reviewed in Brazil on 29 January 2024","5.0 out of 5 stars","Verified Purchase"
"569","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Matite Derwent","Francesca","Delusa, alcune di esse sono arrivate con la mina spezzata internamente e temperandola veniva via, risultato matite dimezzate in 2 giorni","Reviewed in Italy on 23 January 2021","5.0 out of 5 stars","Verified Purchase"
"570","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Good quality, and he best range of grades for the money","Babbage","See headline. Will buy again.","Reviewed in the United Kingdom on 2 January 2024","4.0 out of 5 stars","Verified Purchase"
"571","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Unschlagbare Qualität","Diana Kutzborski","Derwent ist und bleibt unser Favorit. Die Stifte waren ein Geschenk an meine Tochter und ebenso wie ich, findet sie die Qualität unschlagbar.","Reviewed in Germany on 26 January 2020","4.7 out of 5 stars","Verified Purchase"
"572","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Buenos lapices","Diego","Buenos lápices, suaves y perfectos para conseguir distintos tonos desde el gris más claro hasta un casi negro.","Reviewed in Spain on 24 July 2020","4.0 out of 5 stars","Verified Purchase"
"573","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","9h softer than 8h, otherwise perfect pencils.","Victor J. Martinez","So I did swatches of all the pencils I received (bought 12 hard and 12 soft sets) and was surprised at how dark 9h looked. I then start a swatch with 8h and it was much lighter. I thought maybe I just pressed lighter on the 8h, I continued with the rest of the pencils, and everything was perfect. So I did more comparisons of 8h and 9h with drawing lines, different shading, etc, and 9h is definitely darker than 8h, but whatever, I at least now know what to expect from both those pencils, probably just a lull in quality assurance that day. So a star off for that, butt other than that, great pencils, will buy again for their great price and (hopefully more reliable) quality.","Reviewed in the United States on 17 December 2015","4.0 out of 5 stars","Verified Purchase"
"574","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","前買った時よりマシになっている。","Amazonカスタマー","以前６本セット缶を購入したが、「芯がボキボキ折れてまともに削れない」（実質使用不可能）という恐るべき低劣品質だった。今回缶デザインがリニューアル、もしかして品質も改善されているかもと購入してみた。ら、今のところ削っても折れない（！！）缶自体、かつての６本缶のペラい質感のものよりしっかりしているし、缶のプリント塗装も上質な感じ。蓋の下、鉛筆の上からラッピングされており、固定されてガチャつかず輸送されてきたのも勝因か。ダーウェントはヨーロッパメーカー（カランダッシュ除く）的に乾いた手応え、ステッドラーより肌理は粗め。が、粗過ぎない適度な肌理。今回H硬度も試したくミディアムを選んだが、かなり粗めでひっかかりのあるH硬度。発色は薄いが肌理が粗いのでソフトに感じる。B硬度は「こんなにネットリしてたっけ？」、全体に「こんなに粗かったっけ？」な印象。ガリガリした粒子もH硬度からB硬度全てにもれなく頻繁に出るので、肌理細かい効果を求める人には全くお勧めしない。概して缶蓋の作品にあるような木炭デッサンみたいなちょっとソリッドなタッチになる（向いている）。特筆すべき注意点は、表面が滑らかな傾向にある日本的な紙には向かない（粗いくせにツルツル滑って乗りにくい）。以前買った時より鉛筆の塗装は良くなっている（２分割した木の継ぎ目が目立たないし塗装も厚めになってムラも無い）。が、木の接着がスムースではなく、電動では問題無いが小型削り器ではガタガタと無理な力がかかってささくれがち、その振動で芯が折れやすい（やはり芯はもろい）。HBでも尖らせた芯先が砕けて折れやすい。定着もズバ抜けて悪く摩擦で紙面が汚れがち。以上、品質的にはドイツ・日本・スイス製より圧倒的に劣るが、肌理のある、鉛筆向きの紙にサリサリとドライな手応えで描きたい自分的には納得づくでの買い物。ただし、缶は蝶番が無い、蓋が分離するタイプ。さらに携帯すると中が偏ってバラバラになり不便。こういった缶の仕様だし、芯もあいかわらず強くはないので衝撃には注意したほうがいい。（使用始めで主に硬い硬度中心に使っているので、B硬度に使用に耐える強度があるのかは疑心暗鬼。使い物にならないようなら追記します）★ ちなみに下位ラインの『アカデミー』シリーズは違う（恐らく中国製）が、こちらは英国製。","Reviewed in Japan on 23 October 2018","4.0 out of 5 stars","Verified Purchase"
"575","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Worth the price","Nieva","It looks so good. But the box came a little dented here and there because of poor packaging. It came only in a plastic cover. But the product is good.","Reviewed in India on 11 February 2019","4.0 out of 5 stars","Verified Purchase"
"576","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Good product","Nieva","Good value","Reviewed in the United Kingdom on 1 January 2020","5.0 out of 5 stars","Verified Purchase"
"577","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Excelentes lápices.","crafty things","La calidad del material, el embalaje del producto y el tiempo de entrega fueron adecuados, el problema es se tuvo que pagar un monto por envío, fuera de eso, el producto es genial.","Reviewed in Mexico on 8 March 2021","5.0 out of 5 stars","Verified Purchase"
"578","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","///// nice one \\\\\","Víctor Galicia","Pencils work great but the tin is a little annoying! Maybe it's just my one, but it's always getting stuck whenever I try to open it. I'm still giving five stars though because the actual pencils are fab and I COULD just move the pencils into a pencil case (however, I'm terrible for losing them, for some reason? So I'm not gonna risk it). Great product.","Reviewed in the United Kingdom on 7 December 2015","4.0 out of 5 stars","Verified Purchase"
"579","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Great brand, highly recommend!","Rebekah","Gave these as a gift, my husband loved them. Very easy to use for beginners/novice artist. Pencils make clear/clean lines, they don't smear easily, and the eraser that comes with it works great.","Reviewed in the United States on 14 August 2017","4.0 out of 5 stars","Verified Purchase"
"580","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Buona qualità","Tilly","Usate per corso di disegno su consiglio dell'insegnante. Vanno bene","Reviewed in Italy on 11 December 2022","5.0 out of 5 stars","Verified Purchase"
"581","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Bleistifte","Rahel Mode","Derwent Produkt - gute Qualitätkeine Beanstandungen","Reviewed in Germany on 19 October 2020","4.7 out of 5 stars","Verified Purchase"
"582","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Great quality, great condition","Kim Huliganga","This product only took a day to deliver. I also live in Canada, so that might be different for others. The graphite is pretty resistant to breaking, lays down graphite smoothly, and is pretty dark. It's not the darkest or smoothest I've drawn with, but it is super affordable. The overall quality of the pencils are still very good, artist quality. They're great for quick sketches, but excel in detailed sketches.","Reviewed in Canada on 29 July 2019","5.0 out of 5 stars","Verified Purchase"
"583","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Excelente calidad y gran variedad de durezas","Carbor Undium","Fue un regalo para un artista y quedo muy complacido con la calidad de estos lápices.  A mi me agrado bastante el olor que despiden pues me recordó a la escuela.  Viene en estuche metálico.","Reviewed in Mexico on 15 December 2022","5.0 out of 5 stars","Verified Purchase"
"584","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Great quality","Karen","Exactly what I needed and great quality, very smooth to draw with. My only issue was the delivery. They were posted before I got to the door (no knock) and that worried me as it can break the leads through the pencil.","Reviewed in the United Kingdom on 28 October 2023","5.0 out of 5 stars","Verified Purchase"
"585","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","no benefit for the amount of the product","farvez","good product","Reviewed in India on 5 October 2023","5.0 out of 5 stars","Verified Purchase"
"586","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","tolles Set","elfenstaubfängerin","Bin total zufrieden, weil man diese Auswahl an Stiften so eher selten findet. Die Minen brechen nicht und haben eine gute satte Farbe (also nicht farbig! ich meine den Graphit-Ton). zum Skizzieren und auch zum Aktzeichnen echt toll geeignet!","Reviewed in Germany on 8 May 2014","3.0 out of 5 stars","Verified Purchase"
"587","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Derwent, una certezza.","Mario","Matite molto buone!","Reviewed in Italy on 27 November 2022","5.0 out of 5 stars","Verified Purchase"
"588","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Excelentes","guadalupe martinez alvarado","Llegó en el tiempo exacto, aunque el paquete presentaba detalles de que fue abierto , aunque los lápices venían protegidos con un empaque mas (razón por la cual siento que no pudieron sacar ninguno), no los devolví porque estaban completos, fuera de este detalle son de excelente calidad.","Reviewed in Mexico on 14 October 2020","5.0 out of 5 stars","Verified Purchase"
"589","Derwent Graphic Soft Graphite Drawing Pencils, Ideal For Illustrating & Shading, Set Of 12, Professional Quality, 34215","Excellent","jackieirvine","Bought for my son.  He was well happy.Good buy & worth the money","Reviewed in the United Kingdom on 13 October 2021","5.0 out of 5 stars","Verified Purchase"
