"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"510","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","increible","su doki","son de los mejores y buenos portaminas que he tenido una maravilla",2023-05-29,5,"verified purchase"
"511","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","excelente calidad","lulunz","tiene una buena relacin preciocalidad tiene el costo de portaminas de plstico y al menos en el exterior es metlico su peso es muy adecuado para sostenerlo en la mano cmodamente adems que tiene un mecanismo que lo hace retrctil escondiendo la punta cuando lo transportas por dos razones no te rompes las camisas con la punta y se protege est cuando hay cadas del portaminas la punta no se daa tengo las cuatro medidas desde  mm hasta  mm todas tienen la misma calidad y el mismo peso fcil de distinguir por los colores lo nico que les falta es que le impriman la graduacin en la tapa porque viene solo con una etiqueta adhesiva que se caer con el tiempo probablemente las gomas que tiene en la sujecin permite una buena y cmoda sujecin siempre y cuando no tengas crema en las manos o estn hmedas en ese caso se vuelve muy resbaloso en general es muy recomendable por su costo y su buen diseo y calidad",2024-01-01,4,"verified purchase"
"512","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","if you want a pencil this is the one","labrat","as a student i write for hours each day taking notes and doing tests after using the graphgear  mm for over a year i can never go back to wood pencils or even other mechanical onesits made almost completely from metal and its enjoyable to write withthe retractable sleeve is extremely convenient because when im in a rush i can toss the pencil in my pocket and not worry about it bendinganother unique thing about this pencil is that the clip has a spring so its easy to usewhen writing for a long time it feels topheavy but the weight is also positive because it leads to a smoother writing experiencethe eraser is relatively small so i would recommend not using it and instead buy some block erasers such as the pentel hipolymers ones which i loveone piece of advice for using the graphgear when you retract the tip it uses quite a bit of force and i imagine it could possibly damage the pencil over time i always cover the cap with my index finger so it can be let back slowly and gentlyive purchased  and given them as gifts to some of my friendsif i were to make any changes i would get rid of the rubber on the grip i love pencils  pens with just metal knurling such as the zebra fxmd peni also like using the kurutoga roulette pencil because it rotates and has a better grip however i prefer the graphgear  because the metal feels premium and the retractable tip prevents any bending",2021-03-04,5,"verified purchase"
"513","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","muy buena calidad lo recomiendo","mexihca","excelente portaminas muy buen tacto parece pesado pero una vez que empiezas a dibujar no notas el peso muy buen agarre",2019-05-24,3,"verified purchase"
"514","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","good","g wild","not to great writing on wood",2020-03-17,5,"verified purchase"
"515","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","amazing mech pencils highly recommended best ive ever used","g wild","these pencils are amazing and worth every penny you twist the bottom to chose between hb so you can have multiple same pencils with different leads and know exactly what is inside you click the clip at the top and the nib goes in so makes it safer for storage another little positive touch the make and feel of these screams quality theyre a good weight and the grip is perfectly comfortable they are not cheap but you pay for what you get theyre the best mech pencils ive ever used and i cant see me ever using any others these were highly recommended by many pro artists and im glad i paid good money for them theyre worth it i have a few now and will buy more when i can justify spending the money on more",2021-06-27,5,"verified purchase"
"516","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","trs bon produit ","nani","prise en main agrable de ce portemines de belles finitions aussila bague permet facilement dafficher la duret de la mine criture claire et lisible pour le cas du mm blanc sur marron il est galement facile de rgler la sortie de la mine qui se fait petit  petit  on vite ainsi de lavoir trop sortie ou risquer de la casser en voulant la faire rentrer un peuil est galement possible de faire rentrer cette pointe par le biais dun petit mcanisme qui est franchement pratique pour protger les petites parties fragiles susceptibles de sabmer durant les transports chutes ou autrejai t tonn tout de mme de dcouvrir le portemine seul dans une enveloppe  bulles mattendant  un minimum demballage et de protection dautant plus quil provient de ltranger malgr a il est tout de mme arriv en parfait tat le seul petit bmol pour ma part a t la livraison  mauvaise indication sur le site qui ne me permettait pas de suivre lacheminement du colis nanmoins nhsitez pas  contacter le vendeur si vous avez des questions  jai obtenu une rponse ds le lendemain de mon mail avec des explications prcises jai pu ainsi tre redirige vers une autre chane de transport pour suivre mon colis sur les deux semaines indiques jai reu mon colis un mois plus tard soyez patients et conciliants  les vendeurs ne sont pas responsables des retards durant les transports et font au mieux pour vous envoyer vos commandes le plus tt possible en tout cas je ne regrette ni cette attente ni cet achat ",2023-11-02,5,"verified purchase"
"517","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","the best mechanical pencil you are likely to come across","jens t","in short fulfils all criteria to guarantee an excellent product experiencelooks i have lost track of how many years i have had mine best part of a decade now they still look the business and are often asked about by my clients whilst i am using them one was even stolen so i suppose that makes them quite desirableconstruction the retractable tip is just perfect it has a slight springiness to it that not only cushions the writingdrawing experience but also helps avoid lead breakages although the modern hipoly refills are pretty good in their own right made principally of plastic and aluminium it is light yet very robust the combination of a knurled section and rubber grip is perfect  no readjustment or sweaty finger problems there are no fancy gears that turn the lead around as advertised by other products neither have i ever thought to myself that i need one of those  one less unnecessary mechanism that can go wrong  minimalism  longlasting  happy owneruse always works well very easy to carry around very light solid enough construction to withstand severe punishment  mine has been submerged in water for  days flood while i was away  dropped from a height of over m ft  accidentally dropped in the space between staircase  which obliterated the lead refills inside but the pen works just fine if it was the cheaper plastics varieties of mechanical pencils then they would not have survived im also sure that some of the more expensive varieties will not be able to boast this even if it did stop working replacing them is not going to be too painful as testament to how well these have worked i now have  varieties of these that take different refill sizes as well as a spare mm as my allrounder when i have to jot down or explain anything on the go the oldest one is pushing a decade in age and looksworks like new for the astute fans out there yes they did make minor changes in their construction over the years but not to any detrimentconclusion i have never been let down only pleasantly surprised i would highly recommend this over any other product i have tried including comparisons against other brands that are x more expensive a fantastic product that offers excellent value and many years of great service this product has never disappointed me and im certain that most will agree once they have had the pleasure of using it",2020-05-31,5,"verified purchase"
"518","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","superb","paul g","i used for two decades",2020-07-18,5,"verified purchase"
"519","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","sehr gut","lili","ich habe den stift verschenkt und der empfnger ist ganz begeistert davon optisch schn liegt gut in der hand und schreibt gut",2016-02-29,5,"verified purchase"
"520","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","perfeccin en el trazado","lili","me ha gustado mucho la calidad del producto  hace honor a la marca luego para dibujar es excelente una excelente compra",2022-06-27,5,"verified purchase"
"521","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","bin sehr zufrieden","lulunz","die miene bricht nicht dauernd beim schreibenzeichnen wie bei manchen anderen  mm druckbleistifren fhlt sich wertig an liegt gut in der hand",2024-01-01,4,"verified purchase"
"522","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","produto de excelente qualidade","labrat","muito bom",2021-03-04,5,"verified purchase"
"523","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","beste vulpotlood dat ik heb gehad","igor  wenzel","mooi vulpotlood ligt heel goed in de hand en heeft kwaliteit vullingen",2023-04-10,3,"verified purchase"
"524","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","muy bueno","mayron menezes","me encanto",2023-01-07,5,"verified purchase"
"525","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","parfait","jeffrey janssen","juste parfait lger et solide hyper agrable en main franchement foncez et cest mme un trs trs beau cadeau si vous avez des gens qui dessine dans votre entourage et qui ne sont pas encore bien quip",2020-05-16,5,"verified purchase"
"526","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","le top pour dessiner","rogelio","super produit je lai bien reu avec un peu de retard mais vraiment pas du  pour les amateur de dessin il est super",2021-04-19,5,"verified purchase"
"527","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","el mejor portaminas del mercado","client damazon","cuerpo metlico punta retrible grip fantstico es que no se puede pedir ms es por lejos el mejor portaminas del mercado y tengo el rotring  y varios ms de mucho mayor valor pero el pentel es mi favorito",2022-07-17,5,"verified purchase"
"528","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","la calidad","mr cortes emanuel","es un exelente portaminas me gust bastante la punta se contrae y esconde para que se proteja es muy cmodo para para la escritura",2019-02-09,5,"verified purchase"
"529","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","riktigt bra penna","patricio enrione gonzalez","gillar denna skarptkpte frst en mm och gillade den skarptligger bra i handen bra tyngd och grepp och gillar att man kan klicka in bde stift och stiftrret och klicka ut det igen utan att stiftets position ndrashar nu ven kpt  och  mm ockspennorna har kpts fr att kunna gra exakta markeringar vid finsnickeri och dr funkar de helt perfektrekommenderas varmt",2023-06-18,5,"verified purchase"
"530","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","portamine pentel graphgear  mm","jose diaz vargas","ottimo portamine robusto ben bilanciato non troppo pesante nonostante il corpo in metallo ed esteticamente molto piacevole fantastico il meccanismo di rientro retrattile della mina limpugnatura con gli inserti in gomma e la zigrinatura permette una buona presa e possibile anche lindicazione del grado di durezza della mina attualmente utilizzatacomplessivamente eccellente e ovviamente raccomandato",2023-08-23,5,"verified purchase"
"531","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","calidad","lulunz","los productos son perfectos y cmodos para escribir",2024-01-01,4,"verified purchase"
"532","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","an excellent mechanical pencil but improvements theoretically possible","labrat","this is an excellent mechanical pencil  its one you buy to keep not use and dispose of undergraduate students looked at it with awe and respect just kidding there lets not get carried away  its very functional but not the overt display of opulence of products made by jewelersit writes very well and has good balance  the grip has that knurled surface that prevents it from slipping around when for example your hands are wet or dirty  the action advancing the pencil leads is flawless  pencil leads can break when too much lateral pressure is applied but it requires more than most other mechanical pencils  the process of refilling leads is good  no problems therei like the design of that springloaded clip  you ever find yourself upsidedown when you didnt expect it  it stays put in your shirtpocket or when clipped to your shirts collarafter  years i noticed some corrosion on the barrel of one i purchased  this occurred after repeated exposure to humidity from being on the bathroom counter near the shower  you wouldnt have that problem with plastic  some of the graphics looked weathered due to wear  could the black graphics be etched into the barrel  who knows how much a pencil like this would cost howeverthe only weakness is that the eraser inside it underneath the cap tends to slide back when pressure is applied  this doesnt happen with the eraser from the factory but after i installed refills  the eraser holding bracket just didnt grip enough anymore after installing refill erasers  and so the eraser didnt stay put making erasure difficult and frustrating  i know its my own fault with big trumplike hands  after putting in a new eraser i couldnt reform that bracket exactly again  i believe that some writers might never use that eraser opting instead for a separate oneoverall a great product for those who need better than just a cheap throwaway pencil",2021-03-04,5,"verified purchase"
"533","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","un buen producto","francisco torrez ramirez","bonito slido y funcional no se le puede pedir ms me gusta mucho",2023-12-20,3,"verified purchase"
"534","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","not cheap but worth it","r l edwards","if youve got to do drafting the pentel graphgear  has got to be a top choice  it works great feels sturdy and should be the last drafting pencil youll ever need  very impressive",2022-12-29,5,"verified purchase"
"535","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","solid metalic wonder","jr","pentel was a mechanical pencil masterpiece since i was an elementary school student this pencil provides a modernized experience if you have already experienced the old pentel mechanical pencils these days there are tons of feature packed pencils such as kuru toga delguard etc but this pencil doesnt have such fashionable features while really good at what it has been good at the solid writing experiencethe lead sleeve retraction feature is a nice and unexpected to have in a pentel product but it really helps when you need to be mobile my decade long gripe on pentel px series was the lead pipe bending like crazy if it was handled wrong way which happens a lot in a classroom environment moreover i usually preferred mm version due to my note taking habitthe rubberized pads on textured metal grip is unexpectedly comfy to grip its not as comfortable as the dr grip but at least metal grip does not attract so much dust unlike rubber surface gripsthere is almost nothing to gripe a bit heavy maybe i do not have problem with such weight since i usually prefer writing with ebonite fountain pens with piston mechanism so im kind of used to heavy writing apparatus but if youre not really a fan of heavy writing instruments it might be problematic its not the products fault but personal preference as long as the products weight does not prevent you from even gripping itif youre up for comfortable but stable experience and some lead sleeve protection this is it ive been using it for mainly note taking and journal keeping excelsior to any of my usage scenarios",2023-05-30,5,"verified purchase"
"536","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","this is a really good product the led is very strong and you ","ray","this is a really good product the led is very strong and you can easily write the grip is very comfortable",2021-09-11,5,"verified purchase"
"537","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","pentel graphgear  mechanical pencil","taylor shin","i purchased the  pencil mainly for sketching the pencil is well constructed strong practical good grip and it fits fine in your hand when in use i wouldnt say that it would be the best for writing as the lead is so fine i would say that  and upwards would be best for that task having used pentel standard plastic mechanical pencils for years i thought i would treat myself to something more stylish and long lasting and all i required was built into the graphgear  well worth the money and when i purchased it it had a fair discount on the rrpnow looking at a graphgear fine point pen as i am impressed with the pencil",2020-09-08,5,"verified purchase"
"538","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","una calidad que cumple con las expectativas de la marca","amazon customer","pentel me parece muy buena marca tengo uno de esos lapiceros desechables de pentel y me ha durado ya como  aoseste es uno de esos que si veo en una tienda nunca comprara pero por internet si que dan ganasas que me lo compre y tengo varias cosas que decir sobre estepara empezar no viene empaquetado simplemente viene envuelto en papel de burbujas algo preocupante pero el mio llego en perfectas condicionesal tenerlo en la mano por primera vez te das cuenta de lo pesado que es algo molesto al inicio pero a la larga te acostumbrasla punta es retrctil la palanquita que tiene en el cuerpo sirve para retraerla se nota la calidad de esta no parece que se vaya a romper por nadael apoyo donde van los dedos se siente extrao no voy a mentir pero cumple su funcin como griplas puntas incluidas son bastante buenas algo mas suaves para mi gusto pero he de admitir su calidaden resumen bastante bonito a la vista al principio parece raro pero a la larga te acostumbrasyo lo uso para dibujar pero para escribir es bastante mejor creo yo",2017-04-04,5,"verified purchase"
"539","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","ottima","ali mac","matita di buonisima fattura pesa il giusto bella esteticamente e resistente visto che dopo pi di  mesi di utilizzo e tanti viaggi funziona ancoraattenzione se comprate la versione da  mm le mine son difficili da trovare",2014-05-06,5,"verified purchase"
"540","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","the best pencil you can buy","lizardi","this is the best pencil you can buy i have tried many other options some for much more money but i have continuously come back to this the design is just so perfect it feels sturdy without being too heavy and the built in practicality is unmatched the eraser is nothing to write home about but in an emergency it does the job and can be easily replaced when it runs out the tip stability is excellent and the feeling ot the grip is surprisingly nice considering its just metal and rubber dots i do with that the dots werent this tacky blue color the grey on the  is much more subtle and astetically pleasing but the writing and usage experience is superb i particularly like how the clip goes into the pencil while its extended so that there is no protruding metal on the barrel while writing these are so nice that i have collected quite a few to give as gifts to peoplethe one problem with this listing in particular is the very sub par shipping they literally just throw the pencil without a case into a bag and ship it i wouldnt be surprised if some of these ended up arriving damaged because of that but all of the ones that ive ordered have been fine",2020-07-31,5,"verified purchase"
"541","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","best pencil ever","lulunz","the best pencil you will ever buy nicely weighted and well made never failed on me highly recommend",2024-01-01,4,"verified purchase"
"542","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","espectacular","labrat","extraordinario en la sensacin de agarre y a la hora de esconder la mina",2021-03-04,5,"verified purchase"
"543","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","muito bom","izzy","gostei muito da lapiseira muito confortvel",2022-05-05,3,"verified purchase"
"544","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","impressed","izzy","ive had this pencil only for a couple days now prior to this pencil i was using a bic mechanical pencil one of the  or so in a package probably a dollar per pencil or lessi write a lot every day and i developed sore muscles in many regions of my hand so i decided it was time i invest in myself and purchase a higherend pencil one that was smooth to write with and comfortable to holdi looked at many pencils from the range of  canadian this one sat at  dollars i believe for the mm i liked the look read some reviews and most of them were quite positive so i decided to try this one outthe case it comes in is nothing special but it is a case for a single mechanical pencil and by no means is it poor its cheap as hopefully most of the  was put into the main man himself the pencilnow the pencil itself has a nice weight to it when i clicked the back end and the front tip shot out i was mad excited to try very smooth writing massive improvement over my previous pencils im gliding on my pages and my writing is a lot cleareralso clicking on the clip will snap the front tip back into its slot pretty neat function but well see how it lasts through the test of timeas for my hand and muscle soreness im feeling a huge decrease in pain after just two days of use with this pencilfor its price and the amount i write its seeming like a very smart purchase",2023-07-04,5,"verified purchase"
"545","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","semplicemente bella","antonio","bella elegante impugnatura non comodissima ma talmente bella da non poterne fare a meno",2022-07-20,5,"verified purchase"
"546","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","impeccable","paulo jnior  nazrio santos","trs pratique pour bricoler le fait dappuyer sur lagraphe de poche rtracte la mine et lempche de se casser dans la poche jai command des mines en b pour le traage sur le bois jai aussi pris le mme en  je recommande",2021-08-20,5,"verified purchase"
"547","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","stiftpenna","amazon customer","produkten fungerade bra och en snabb leverans",2023-01-08,5,"verified purchase"
"548","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","zeer goed vulpotlood","alce","heel handig dat de punt vanzelf terug springt het voorkomt veel gaten in mijn werkkleding als doehetzelver heb ik hem steeds bij me en   is ruim voldoende om af te tekenen het potlood is goed vast te houden en heeft een goed gewicht niet te zwaar of te licht",2023-10-17,5,"verified purchase"
"549","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","encore et toujours la qualit sans faille ","xxx","de nouveau pas du tout due par ce crayon je possdais dj le   la longue tubulure en mtal protge bien la mine et dans le cas dun  cest primordial jen avais achet un autre dont le canon tait de moiti  la mine sest casse  lintrieur et impossible  dloger  crayon foutu  je recommande cette gamme ",2023-02-25,5,"verified purchase"
"550","mechanical pencil pentel pg1013-e graphgear1000, line width 0.3 mm, rubber (z2-1n), 1 piece","cmodo","brje","es muy bueno para dibujo y para escribir",2020-11-09,5,"verified purchase"
"551","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","awesome pencils","kc","very nice sketching pencils",2023-04-22,4,"verified purchase"
"552","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","lovely set of pencils","sophie","lovely set of pencils my first professional set and you can see the difference the set comprised of hard and soft pencils so very versatile and very reasonably priced too will buy more i might try the watercolours and the pastel ones next ",2020-01-05,5,"verified purchase"
"553","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","very good excellent","ssharma","so soft and smooth  love it",2022-09-28,5,"verified purchase"
"554","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","derwent  lpices grficos  unidades gris mediano","ricardo espinosa tanguma","estoy muy satisfecho con la rapidez con la que lleg y la calidad del producto",2023-12-28,5,"verified purchase"
"555","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","excelente","paulo henrique","excelente",2024-02-09,5,"verified purchase"
"556","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","best quality for money","longina wentrys","i love derwent pencils they are great in their collection sets which proves that they know their products very well for the needs of various levels of advancement of artists anfd hobbyists the graphic design of the tin cover is perfect for giving a gift to someone or treat yourself",2023-12-27,5,"verified purchase"
"557","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","se comportan bien","jose gabriel","tacto agradable y se comportan muy bien con los distintos tipos de papeles yo suelo usar los faber castell y la verdad estos m estaban gustando cada da ms",2024-01-07,5,"verified purchase"
"558","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","meine lieblings stifte","jose gabriel","also ich habe mir oft bleistifte gekauft war oft sehr enttuscht weil diese zb immer abgebrochen sind oder kaum deckkraft hatten und sowas und dann bin ich durch zufall auf derwent graphic stifte gekommen habe sie mir immer bei einer anderen seite bestellt bis ich sah das es diese auch bei amazon gibtnun habe ich die glaube mir schon x bestellt ich zeichne sehr viel und ich bin absolut begeistert besonders auch preislich gesehen einfach top",2013-09-01,5,"verified purchase"
"559","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","matite nuove","aedesign","un buon set che contiene praticamente le esatte gradazioni che uso io per schizzare ottime matite non saprei spiegare la differenza ma mi trovo meglio che con le staedtler",2015-06-08,5,"verified purchase"
"560","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","excelentes","lukino","sper recomendable originales y de buena calidad",2023-12-10,5,"verified purchase"
"561","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","derwent","federica basilio","sono contenta di aver trovato le derwent in questa pratica confezione devo sottolineare per che sono arrivate con le scritte un po sciupate sul corpo matita come se fossero un po vecchie o sfregate luna allaltra sono unappassionata di scrittura con matita h soprattutto e ci sono rimasta un po male",2018-06-15,4,"verified purchase"
"562","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","muy buena compra","joo marques","los compre para dibujo grfico y estoy muy contento muy buena calidad",2021-01-13,3,"verified purchase"
"563","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","great value quality product","wardrobe","as always a great quality derwent product helping me to achieve great results",2021-02-14,5,"verified purchase"
"564","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","derwents are some of the best around","mz nina business consultant and aspiring artist","i looove this brand also all their colored pencil lines  i know everyone is prismacolor crazy but it is hype  derwents are just as good and i am a little partial to them simply they are the ones i learn to draw with even as a kid  i remember my first derwent kit that dad bought me  pencils and i was around  and we were living in australiai love the water color pencils the graphite the ink tense that you can actually draw on fabric with and it stays and the color soft line  i also have a few others but those are my favoritesi would say there pencils are as good as any other including prismacolorjust make sure to get the right pencil sharpener no matter what you use  get a derwent battery operated which is still made or a panasonic or a used huntboston all of which are no longer made  do not get xacto it chews your pencils up and constantly breaks the leadinfo on electric pencil sharpenersi am a color pencil artist and you need to have either a panasonic huntboston pencil sharpener otherwise your colored pencils are eaten  never buy xacto for colored pencils xacto will eat your pencils  until you can find a panasonic or huntboston or hunt or boston electric pencil sharpener get this if you can find one or the derwent black model as it had  holes one for a longer tip and one for a shorter tip  i have both  i had bought the derwent one as i have derwent but also use prismacolor and graphite  panasonic and hunt boston are no longer made no matter what anyone says  i was lucky to buy a new panasonic electric pencil sharpener by trolling the net until i found on  bought a used boston model  used on ebay and paid waaaay too much  it was pretty beaten upalso if you do buy used get one in the best quality that you can and just pay the extra i would say up to   i personally would not spend more than that  i paid  for my new panasonicalso xacto bought out huntboston and all new models are a  digit model number the actual huntboston is only a  digit  this issue is that xacto still sells under the hunt boston name and it is misleading as it now uses xacto cutters which do nothing but eat your pencils  i also do not like it when someone lies about what they are sellingi bought what i thought was a hunt electric pencil sharpener it came in a box that had the hunt name and packaging but when i opened it up it was a you guessed right  an xacto  said so right on the sharpenerbought on line here at amazon from overstockcom but i returned it and got a refund including shipping as they were misleadinghope this helps with those of you who are colored pencil artist  get a panasonic huntboston or derwent sharpeneralso run a graphite pencil through your sharpener first thing every day and it will stay sharp longer since colored pencils are waxy and tend to build up on the cutters",2013-02-18,5,"verified purchase"
"565","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","graphic stifte","m m","super graphic stifte",2021-05-10,5,"verified purchase"
"566","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","very good pencils one frustrating flaw","lemon","great set of quality sketching pencils which do what they say on the tin four stars for a couple of reasons they were not packaged brilliantly so subjected to some force during delivery this may result in the soft leads being broken inside the pencils time will tell secondly and this may seem a bit picky the wave pattern on the bottom of each pencil doesnt line up when in the tin and the name is pointing upwards for an artist this is really frustrating and looks messy you can either have a wave pattern going across the bottom of the tin nicely or the pencil names showing but not both its really annoying but if things like that dont bother you you cant go wrong with the actual pencils",2020-06-05,5,"verified purchase"
"567","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","best pencils","dr heenaba chudasama","very good pencils for sketching soft and make your drawing super realistic i am not derwent fan before buying this but now onwards i will think for derwent first",2021-03-26,4,"verified purchase"
"568","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","nota ","angelica","os lpis so timos muito bom mesmo",2024-01-29,5,"verified purchase"
"569","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","matite derwent","francesca","delusa alcune di esse sono arrivate con la mina spezzata internamente e temperandola veniva via risultato matite dimezzate in  giorni",2021-01-23,5,"verified purchase"
"570","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","good quality and he best range of grades for the money","babbage","see headline will buy again",2024-01-02,4,"verified purchase"
"571","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","unschlagbare qualitt","diana kutzborski","derwent ist und bleibt unser favorit die stifte waren ein geschenk an meine tochter und ebenso wie ich findet sie die qualitt unschlagbar",2020-01-26,4,"verified purchase"
"572","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","buenos lapices","diego","buenos lpices suaves y perfectos para conseguir distintos tonos desde el gris ms claro hasta un casi negro",2020-07-24,4,"verified purchase"
"573","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","h softer than h otherwise perfect pencils","victor j martinez","so i did swatches of all the pencils i received bought  hard and  soft sets and was surprised at how dark h looked i then start a swatch with h and it was much lighter i thought maybe i just pressed lighter on the h i continued with the rest of the pencils and everything was perfect so i did more comparisons of h and h with drawing lines different shading etc and h is definitely darker than h but whatever i at least now know what to expect from both those pencils probably just a lull in quality assurance that day so a star off for that butt other than that great pencils will buy again for their great price and hopefully more reliable quality",2015-12-17,4,"verified purchase"
"574","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215",NA,"amazon","hhbhbhbb ",2018-10-23,4,"verified purchase"
"575","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","worth the price","nieva","it looks so good but the box came a little dented here and there because of poor packaging it came only in a plastic cover but the product is good",2019-02-11,4,"verified purchase"
"576","derwent graphic soft graphite drawing pencils, ideal for illustrating & shading, set of 12, professional quality, 34215","good product","nieva","good value",2020-01-01,5,"verified purchase"
