"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1459","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","great pencils at a great price","cliente amazon","just received these pencils and i have to say im super impressed with their quality  they arrived in pristine condition safely nestled in their tin case within a cardboard sleeve and packed carefully in their shipping box  i have many other brands of pencils in my collection including prismacolor premiers and faber castell polychromos and after testing these pencils i can say they definitely hold their own against brands that cost a great deal more  in appearance they remind me a lot of polychromos with fully lacquered barrels in the colour of the lead and dipped ends  the core is  mm thick so i expect these pencils will be quite durable  every pencil arrived in perfect condition no cracked cores no nicks or imperfections to be found  they hold their points well and dont crumble and break like prismacolors often do  the colour lay down is pretty effortless they layer well and the pencils are highly pigmented  all in all im very happy with my purchase and wont hesitate to purchase more arteza pencils in the future",2021-08-07,5,"verified purchase"
"1460","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","trs satisfaite des crayons de couleur arteza","jb","trs satisfaite de mon achat jaime beaucoup ces crayons de couleurs le rapport qualit prix est raisonnable je trouve les crayons arteza magnifiques japprcie que les rfrences inscrites sur les crayons soient numrotes et nommes le fait quil y ait une indication  pour leur rsistance  la lumire est trs apprciable la mine est assez grasse et crmeuse le nuancier de couleur est assez bien pens les couleurs sont intenses lumineuses et assez couvrantes le soin port  lemballage est satisfaisant et la livraison rapide je recommande",2019-03-11,5,"verified purchase"
"1461","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","um lpis especial","magi","gostei dos lpis vm num estojo de metal as cores so muito bonitas e fortes como eu gosto mas agora eu compraria uma caixa com  lpis dessa marca",2023-05-11,4,"verified purchase"
"1462","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","unschlagbares preisleistungsverhltnis","ngoc loan","wir haben die stifte aus reiner neugier heraus bestellt da wir knstlerstifte zu einem solchen preis noch nie angeboten bekommen haben bei uns arbeiten die groen mit stiften in ganz anderer preisklasse um der sache gerecht zu werden muss man sie aber nicht nur mit hochpreisigen buntstiften vergleichen da sie doch etwas schlechter abschneiden sondern eher mit normalen buntstiften anderer hersteller in der gleichen preiskategorie dann schneiden sie nmlich bei uns mit sehr gut abals unser siebenjhriger sie gesehen hat war er hin und weg auch seine zeichenergebnisse sahen fr ihn viel toller aus er konnte an jenem tag fast gar nicht mehr aufhren mit dem zeichnenzu den stiften selbst konnten wir feststellen dass sie sehr weich sind eben wachsmalstifte fr wachsmalstifte haften sie sehr gut auf papier das ergebnis hat satte leuchtende farbennatrlich reiben sich die stifte aufgrund ihrer weichheit etwas schneller ab als normale buntstifte mit einem neuen sehr gut schneidenden metallspitzer konnten wir die stifte ohne probleme anspitzen es gab keine mienenbrche wir haben sie allerdings nicht zu spitz gespitzt da bei der weichheit eine feine spitze zu schnell brechen wrdeals ein stift bei uns unsanft auf harten fliesen gelandet ist war die spitze natrlich ab aber vielleicht hilft da auch etwas erziehung und organisation wir erwachsene legen unsere stifte nach gebrauch auch immer an einen sicheren platzfazitzum ben und fr etwas ltere kinder sind sie eine super chance um tolle ergebnisse zu erzielen im vergleich mit anderen buntstiften in dieser preisklasse schneiden sie bei uns groartig ab daher gibt es von uns eine klare kaufempfehlung",2020-06-14,5,"verified purchase"
"1463","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","me gusto","amazon customer","llego a tiempo y en buen estado",2022-08-26,3,"verified purchase"
"1464","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","excellent product","tb","high quality and a good value these pencils lay down color very nicely blend well and dont smear the range of colors is fantastic and they sharpen perfectly with minimal loss highly recommended",2020-10-29,5,"verified purchase"
"1465","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","not value for money","miner","not at all worth the price colours are bright but do not blend anywhere as close to prismacolor but arteza price is comparable to prismacolors after two applications colours stop layering i used light pressure to apply on textured paper and without solvents too many shades of green if you value money then dont go for it",2023-11-24,5,"verified purchase"
"1466","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","go for it ig","friendlycustomer","it was very good quality and all but i recomend drawing with toned tan paper if youre looking for a style thatll make ir look better and more expertish",2021-04-11,5,"verified purchase"
"1467","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","la mejor relacin calidadprecio","friendlycustomer","estos lpices son buensimos por el precio que tienen tengo lpices caros policromos de fc y otros ms econmicos zenacolor milan y stos son los que ms me guastan de todos son cremosos pero a la vez resistentes se mezclan muy bien y la gama de colores es muy amplia los colores quedan muy vivos una vez aplicados no soy profesional pero la relacin calidadprecio me parece imbatible compr la caja de  lpices y cuando vi que la de  estaba rebajada la compr sin dudarlo sper recomendables",2020-09-23,5,"verified purchase"
"1468","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","these are great definetly worth it","hueww","these pencils came in a nice packaged box with the colored pencils in a tin they perform beautifully and are very pigmented they dont really break that much some colors are not as soft because of the lightfastness and of course prismacolors are better but these are great for an artist they blend beautifully i would advise you to swatch the pencils because the swatches on the tin are not really accurate very affordable and worth the money",2021-05-10,5,"verified purchase"
"1469","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","great for adult coloring books","manuela","these are much better than crayola more pigment hardy and good blending ability if youre a professional artist though move on these are not as good as prismacolors but still leagues better than crayola the  count is good enough for adult coloring you can blend well and make other colors but if youre lazy or arent confident in your blending skills get the great value for your dollar",2021-10-29,2,"verified purchase"
"1470","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","absolutely worth the price","monica monasterio","i am not a professional artist but do have enough art background and experience to recognize good quality products and tools i have sets of very expensive professional level colored pencils as well as kid level sets i have sets made in europe asia usain other words i have a lot of colored pencils i have been so disappointed with the quality of my most expensive set breakage unable to handle pressure rough wood interior cost per replacement pencil etc in a bit of desperation i decided to try theseand they are lovely the color line is gorgeous they sharpen beautifully small hand sharpener not a regular pencil sharpener the box they come in is well made usually i recycle the box but not for this set  the lead is nice and thick so for fine lines i do need to sharpen them but they layer and blend so well the color name is on each pencil which helps with remembering which colors i use they came presharpened so the first needed sharpening is very easy the wood inside seems to be very smooth so it doesnt catch on the sharpener blade the lead is on the soft side so very fine lines might benefit from a harder lead but they sharpen so easily that it is not difficult to get a nice thin lineim sold on these pencils and highly recommend them",2021-11-10,4,"verified purchase"
"1471","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","buenos lpices pero no han cumplido mis expectativas","magi","tengo bastante lpices de distintas marcas mas profesionales y no tanto soy dibujante y me gustan probar cosas nuevas como lpices sobre todo he odo sobre la marca arteza diferentes opiniones y me decid arriesgarme adquiriendo una lata de  lpices porque  costaba   unidadla lata es muy bonita y compacta parece ser durable los lpices estn puestos en  pisos y sobre la tapa de la lata por dentro est la carta de los colores puestos con sus nmeros el nombre en ingls y el rango de resistencia a la luz en general son blandos los colores son bonitos aunque haya segn mi opinin muchas rosas y no son para aquellos a quienes gustan colores neutros  las minas son resistentes y pone que miden mm  para papel blanco estn adecuadoshice mi carta de colores sobre papel color naturalsketchbook de la marca hahnemhle con gramaje de gm he podido hacer dos capas en general y no estoy muy satisfecho  esta escrito que se pueden usar tambin  para el papel negro por esto hice la prueba ta foto y me qued decepcionado porque no sale como en la foto que ha puesto la marcahice prueba sobre papel color negro de talensblack sketchbook de gm sobre todo los amarillos y rojos se ven fatal  as que no lo recomiendodibujar sobre papel negro adems la mayora de los colores de los lpices no coinciden con el color de su tintaejemplo fuerte el color corala te salvan los nmeros en este casono me qued claro la resistencia a la luz cmo esta hecha y porque estos lpices son profesionales tampoco probablemente por esa raznresistencia a la luzen dos palabras los lpices no son malos al revs tienen buen pigmento pero sirven para trabajos no profesionales y si no se quiere gastar una fortuna aunque seria mejor que cuesten menoshan llegado rpido y en buenas condiciones",2023-05-11,4,"verified purchase"
"1472","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","spitze in preisleistung gut zum malen auch fr fortgeschrittene","ngoc loan","nach den bewertungen hatte ich sehr weiche stifte erwartet leider kenne ich die teure konkurrenz nicht weshalb ich nicht sagen kann ob die arteza colored pencils expert nun weicher oder hrter sind als die von fc  sie kommen mir jedenfalls nur ein wenig weicher vor als billigbuntstifte vom discounteraber je lnger man mit einer farbe malt desto mehr lsst sich davon auftragen eine frage der temperatur geschickt zum mischen bzw nicht gleich den gesamten bereich mit nur dieser farbe fllen etwas mehr deckkraft htte ich mir von der schwarz erhofft egal wie lange man auf der stelle malt es bleibt das papier darunter leicht krnig sichtbar auch ein grund weshalb ich nicht glaube dass die stifte so weich sind wie sie sein knnten die wei berdeckt bisher keine der farben sie ist wohl nur auf dunklemfarbigen papier anwendbarsicher lsst sich das durch einzelne zukufe ergnzen so wie auch mehr gute hautfarben hautfarbe fr helle typen gibt es  a a a  daher hab ich beim anhngenden bild viel gemixt vor allem mit hellgrau ocker und einem gelbrot dennoch ist die farbauswahl zu diesem preis ganz prima und ich mchte die stifte nicht mehr hergebenzur brchigkeit kann ich bisher nur sagen dass ein stift bereits mit abgebrochener mine geliefert wurde nach dem anspitzen aber hielt andere angespitze stifte sind auch bisher nicht gebrochen ich hoffe dass das so bleibt nach krzlicher erfahrung mit stndig brechenden kohlestiften im spitzer kann ich empfehlen einen spitzer fr schminke kohlkajal zu verwenden da diese den stift offenbar sensilber anspitzengut finde ich dass arteza auf den stiften auch die deckkraft von  bis  ausweist leider hat sich das in der praxis aber als nicht so ganz stimmig erwiesen da manche weicheren stifte mit weniger deckkraft die hrteren mit mehr deckkraft berlagern aber das ist nicht bei allen farben so habe daher mein dahingehuddeltes farbchart nicht um die deckkraft ergnzt wie ursprnglich geplantwenn ich jetzt noch wte wo ich einzelne farben nachkaufen kann wre ich rundum glcklich so bin ich es immerhin so sehr dass ich mich mal bemhe diese bewertung zu schreiben ps das foto mit den stiften ist entstanden nachdem ich mir die stifte sortierte wie ich sie brauche geliefert wurden sie in anderer reihenfolge",2020-06-14,5,"verified purchase"
"1473","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","really good budget pens","shasha","these are good budget pens  fast delivery super nice metal box the pens were in  however they were the clamps on the box that would hold the lid with the box but the clamps was broken so the lid went off completely every time i opened the box but nothing that bothers me the pens is in a pen case  the pens are worth the money you pay   you get a lot for the money i think  the onely thing i thought was a little bit annoying was the plastic plate or whatever it is called that the pencils were on in the box bc it was to thin and the plastic plate could barely lift up the pens on it without having to drop the pencils every time well thats all i want to point out but i still want to say that everything else is just positive about these pens  just have to say that the names of the pens are just too cutefunny haha",2023-05-22,3,"verified purchase"
"1474","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","excelentes sus graduaciones en barril","shasha","excelentes colores buena manufactura y lindas tonalidades con suficiente suavidad",2020-03-10,4,"verified purchase"
"1475","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","schne farben","lachmwe","sehr schne stifte und farben lassen sich auch gut vermischen ich finde es jedoch schade dass es nicht die mglichkeit gibt bestimmte farben wie schwarz nachzubestellen da sich diese schnell abnutzen und ich mir nicht erneut ein ganzes paket kaufen will",2020-02-01,4,"verified purchase"
"1476","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","im satisfied with customer service","lachmwe","the set i got had blending and watersolubility issues as they are id categorize my set as a craftlevel set not a professionallevel set nice pigmentation but limited usage yes to coloring and cardmaking no to blending gradients or multimedia work annoyingly water doesnt move it enough to use as watercolor pencils but it moves it enough to smear the artwork ive never been able to get a nice dry blend from watercolor pencils which must have been the accidental mixup that happened here i think they crossed formulas accidentally i have received a refund arteza has good customer service but they also said they arent sure when the issue will be fully solved so maybe dont order these pencils for a while just to be save i am satisfied with their customer service i will have to reorder these maybe next birthdaythe  set currently is on sale enough to make it craftinglevel pricing if youre a crafter with no need for blendinggradients and waterrelated uses multimedia resist use both sides of the paper the  set is a bit pricy for craftlevel supplies as of yet for the specific set i received there have been some awesome reviews over years so its probably just the one batch still buyer beware but great customer service",2021-06-13,5,"verified purchase"
"1477","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","amazing colored pencils","charlotte gullberg","these are amazing colored pencils they blend nicely and are pretty pigmented but unfortunately i have  pencils out of my  set so far that the lead keeps breaking i am not sure if it is because the courier that delivers packages to me just tosses them from about  feet away from the door on to my concrete entry way i have  stairs i guess they dont want to walk up",2024-01-08,5,"verified purchase"
"1478","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","very good price for quality","cliente de amazon","they blend very well the pigment is great too i love this set because the quality is great and the price is low some leads break kinda fast though but its not a big issue for me personally",2021-02-15,5,"verified purchase"
"1479","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","o produto  maravilhoso","laura schler","o produto  muito bom houve um problema na entrega mas foi prontamente resolvido tanto pelo assistente da amazon como pelo vendedor foram muito prestativos e interessados em resolver meu problema",2023-11-06,5,"verified purchase"
"1480","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","colori accesi e forti","amyx","questo sicuramente  un buon kit per chi intende spendere poco rispetto alla media allinterno della confezione molto bella troviamo  matite colorate il tratto  morbido non c bisogno di un eccessiva pressione per la saturazione del colore niente male",2022-05-01,4,"verified purchase"
"1481","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","excellent pencils","magi","these pencils are richly pigmented and have a creamy core that blends beautifully while still holding a point much longer than other waxbased pencils these pair well with prismacolors but are gorgeous on their own the best part about these pencils is the customer service this company providesarteza is responsive and helpful regardless of your issue i would recommend these to beginners as well as fellow illustrators",2023-05-11,4,"verified purchase"
"1482","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","excellent quality","ngoc loan","these pencils are pro qualitythey flow well have great color pigment and are easy to use",2020-06-14,5,"verified purchase"
"1483","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","excellent crayons trs bonne pigmentation bien glissant et gras type cire","ehep","tout dabord je suis ravie pour le prix car jai attendu une offre promo trs intressante autour  de  euros ce qui pour la qualit des crayons les vaut trs bien cela faisait longtemps que je les voulais car jai une grande collection de crayons de couleur prisma polychromos guang hui caran dache giotto etc et javais eu de bons chos sur les rseaux sociaux en coloriage art thrapie  un moment donn trs vite dautres marques prennent le relais dactualitperso jaime lesthtique des crayons dj trs beau ils sont numrots bon pour ma part jutilise pas de nuancier donc et alors lodeur est   tomb elle a une odeur de beurre de cacao quelque chose de gourmand et dassez fort cest trs enttant on aime ou pas perso jadore car je supporte pas les odeurs chimiques cest une odeur proche des prisma mais en plus fort je dirais et perso moi a me transporte quand je colorie jai commenc  colorier sur un colo mais aussi test sur feuille blanche une sensation assez grasse glissante proche des prisma dans la sensation de coloriage je me permettrais pas de comparer sur la qualit car les prisma niveau pigmentation et qualit sont biensrs au dessus une sensation trs confortable agrable et plus facile je trouve que les crayons plus secs avec une pigmentation aussi bonne aprs question de gotjai trouv quand mme des traits communs aux prisma plus que dans dautres marquesmaintenant l o je suis un peu du cest le choix des couleurs trop de vert notamment et avec quasi dans chaque tonalit de couleurs  couleurs quasi identiques  pas dcelable sur la couleur des crayons ne correspondant pas du tout  la ralit des couleurs une fois colori  cest une marque intressante et de bonne qualit bon rapport qualit prix jai aussi les feutres que jaime bien mais moins aussi pour le choix des couleurs mme si vous trouverez encore mieux pour ce prix avec plus de crayons pour ma part ceux qui aiment le ct gras des prisma mais que vous ne pouvez pas vous offrir dans limmdiat cest intressant et ou pour complter ces gammes de crayonsnul part il est indiqu quils sont  la cire mais pour ma part je pense que oui car ils correspondent en tout point  la sensation de glisser et gras que lon peut avoir avec et que jaime tantune gamme  complter pour des amoureux des crayons et ou trs bien pour commencer",2021-02-17,3,"verified purchase"
"1484","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","muy buenos lpices","sheila","son unos lpices muy buenos en relacin a su precio me recuerdan mucho a los castle que me encantan y la verdad es que no podra decir cuales son mejores mezclan muy bien y los colores son brillantes son los tpicos lpices que los disfrutas mucho al usarlos tengo prcticamente todas las marcas de lpices desde los ms econmicos hasta los ms caros y estos no tiene nada que envidiarles a los ms caros como los caran dache pablo prismas faber castell junto con los castle creo que es la mejor compra que se puede hacer sin gastar mucho por otro lado qued tambin encantada por la rapidez con que lleg el paquete en perfectas condiciones la fecha estimada era el  de abril y los recib el  del mismo mes tambin tuve suerte con el precio  la caja de  en definitiva aconsejo comprarlos",2024-01-17,5,"verified purchase"
"1485","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","buenos y duraderos","ninou","se entregan en una caja de metal muy prctica son duraderos y mezclan bien si eres profesional se quedan algo cortos sobre todo a la hora de mezclar pero los colores son muy vivos y tienes una variedad muy grande",2019-12-04,5,"verified purchase"
"1486","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","preis  leistung topp  spa beim zeichnen","cliente amazon","hallo zusammenden geruch beim ffnen kann ich nur besttigen allerdings ist er ziemlich schnell verflogen also die stifte erst mal auslften lassen anbei habe ich einen farbchart angehngt und eine zeichnung die eigentlich nur zeigen soll dass man mit diesen stiften auch schn verblenden kann ein hnliches bild habe ich auch mit den polychromos gemalt und keinen groen unterschied festgestellt das ist natrlich nur mein subjektiver eindruck was die farbbestndigkeit angeht kann ich leider auch noch nichts sagendie stifte haben reichlich pigmente und sind wachsbasiert daher auch nicht mit wasser verwischbar dafr gibt es die aquarellstifte die farbe lt sich auch mit leichtem druck aufs papier bringen ok bei manchen stiften einfacher als bei anderenfr mich sind sie eine passende ergnzung zu meinen anderen stiften da auch ein paar aussergewhnliche farben dabei sindzu diesem preis kann ich die stifte nur weiterempfehlennoch ein tipp am rande auf youtube gibt es knstlerinnen die diese stifte genauer unter die lupe nehmen und wirklich gute bilder damit zeichnenlg",2021-04-13,4,"verified purchase"
"1487","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","qualidade  superior","jose r","lpis  macios e muito pigmentados recomendo a todos os coloristas",2022-01-22,5,"verified purchase"
"1488","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","great pencils but","thomas","i was in the middle of reordering them and noticed one of them was damaged not the end of the world but annoying",2019-04-18,4,"verified purchase"
"1489","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","wonderful","thomas","i absolutely love these pencils id have given them a   but while organizing the colours by the colour list it was missing  pencil colour and had doubles of othersnot a big deal there are many many other colours available to choose from",2022-08-05,4,"verified purchase"
"1490","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","la fantasia  lunic cosa non compresa nella scatola","angela coelho dias","se ripenso alle meraviglie che mia figlia  stata in grado di creare con questi colori quasi mi commuovo una gamma completa per un ottimo prezzo e qualit pi che buona siamo consapevoli che sul mercato esiste anche di meglio e pi prestigioso ma con questi colori siamo gi ad un ottimo livello  ci sono sufficienti sfumature per dare vita a disegni molto dettagliati con chiaroscuro ombre gradazioni di colore spessore anche i colori per riprodurre la pelle umana consentono di ottenere un incarnato naturale insomma la mia ragazza li usa ancora con molta frequenza sebbene qualche colore labbiamo dovuto sostituire di altra marca per rimpiazzare le matite consumate e con grande soddisfazione consigliato",2023-07-08,4,"verified purchase"
"1491","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","a very good set with caveats","magi","first off this would be an excellent budget set for a child or an adult who needs to buy budget priced pencils for their coloring books  for those purposes i would highly recommend them  the color choice in the  set is excellent though some could use more depth in shade and i wish there were a really dark inky blue color however this set is more than enough to blend and get colors you want  they are very soft in lay down and sharpen to a nice point which does not easily break as some brands do  they layer and blend reasonably well though not as good as my polychromos do but i did not expect that at this price point  i love some of the colors the pinks and purples and greens are well represented  the big downside to sets like this is that you cannot buy individual pencils when one wears out this is a huge disadvantage to someone like myself  i like to be able to buy only the colors i use the most as often as i need to without buying a whole set  i got this set for travel purposes and it will be great for that  it comes beautifully packaged in a metal tin with  layers  the metal tin is covered in cellophane and then put into a sturdy form fitting box and then shipped in the amazon box  because of this the pencils arrived in one piece with no damage  kudos for the packaging  i can certainly recommend these pencils and they would be great for anyone starting out or who does not want to spend a fortune  all in all a very good buy and i do not think you will be disappointed as long as you understand these are not the same as polychromos or pablos or other high end brands",2023-05-11,4,"verified purchase"
"1492","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","buen producto","ngoc loan","todo bien",2020-06-14,5,"verified purchase"
"1493","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","arteza est devenue une marque de rfrence ","kitrimoon","je fais du coloriage pour adultes et je colorie quasi quaux crayons de couleur et de ce fait jen ai pas malje coloris aussi bien aux prismacolors quaux polychromos ou alors aux pablos de chez caran dachemais alors l je suis surprise par la qualit de ces crayons effectivement ils font penser  de vrais crayons professionnellesles couleurs se mlangent bien entre elles belles pigmentations des mines les crayons sont numrots se taille trs bien avec le taille crayon  manivelle le dahle   je regrette seulement quil ny en a que  tout comme les crayons aquarellables de la mme marque et quon ne peut pas les trouver  lunit car alors franchement a serait top alors nhsitez pas  prendre ces crayons de couleurs que vous soyez dbutants ou confirms en coloriage ou en dessins vous ne serez pas dus excellent rapport qualit prix je recommande ",2019-09-05,3,"verified purchase"
"1494","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","preis leistung fr die anzahl der stifte gut","roger c","spitze der stifte brechen schnell ab gute deckkraft sehr krftige farben liegen gut in der hand sehr gut zum zeichnen",2021-08-15,4,"verified purchase"
"1495","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","great variety and excellent customer service","aquarelle","these are similar in hardness to polychromos in my opinion they are not a soft wax like prismacolor for being wax they do leave some crumbs if you use hard pressure but in my opinion dont crumble as bad as prismacolor they sharpen well good variety in colors im attaching a color chart very few colors had any similarity picture attached is colored solely with arteza pencils gamsol and a burnishing pencil  i love the bright colors of the barrels and would say most were true to the color of the lead they blend well on their own as well as with blending agents such as gamsol they have a lightfastness chart on the back of the tin as well as the lightfastness rating on the barrel only con and its minor and more to personal likes is having the very end of the barrel covered over so you cant see if a core is centered if you have any concerns dont hesitate to contact arteza this set arrived and had the names rubbing off where the engraving wasnt deep enough and they honored their  guarantee upon being notified and sent me a full replacement set",2019-06-09,4,"verified purchase"
"1496","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","tres b bueno bonito barato","pima","bueno despus de  meses usndolos mi opinin sigue siendo que en calidad precio siguen siendo buenos sobre la exposicin a la luz an no puedo decir nada porque no he hecho pruebas pero sinceramente me gustan mucho por su buena calidad cremosidad y sus colores vibrantes y no dejan huequitos en blanco he probado en papel de block de dibujo canson de  gramos y he probado tambin en papel bristol y en ambos me gustan buena opcin si no te quieres gastar mucho dinero y quieres calidad al lado de prismacolor o faber castell polycrhomos hay diferencia pero obtienes resultados buenos igualmente",2020-07-02,5,"verified purchase"
"1497","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","creamy smooth quality pencils for all artistic levels","crystal w","these are quality pencils and the packaging is great the metal tin keeps them secure thats a huge plusso ive used and own several brands of colored pencils im not a professional artistalthough something went terribly wrong on my order and it took a long time to arrive originally was to arrive on th but arrived on evening of the th being a prime item and was promised delivery on th that did bother me  chat was zero helpi want to specify amazon chat not artezaso shipping issues need to be approved onon the product nowworth the purchasebut price is a bit inflated in my opinionarteza should rethink this increase on pricemyself if it continues to increase as it currently has been i wont buy again im partial to prisma howeverthese are softer than most other wax pencils on the market other than prisma premier thus giving arteza an edge above others on sheerness and layering abilitythese are quality i will give  stars on thati noticed that some of the darker colors do tend to be harder leads and thus blending the darker ones lessensthey are a smoother lay down than other comparable brandsdo not confuse these with oil based or watercolor pencils as those are different and lay down differently arteza has watercolor pencils as well make sure you order correct as i have made that error these are wax basedive compared several brands to these and these are more like prisma than other brandsif i were comparing these wax based to an oil based pencil castle arts oil based run a close second in smoothness for an oil base brandanyhow back to arteza the blunting of the tips i think is to prevent breaking during shipping so youll want to hone the tips by using them or a quick  mini turn in a sharpener will remedy iti had no issue using my hand sharpener to do it onlytook one turn to achieve a pointthese are harder leads but soft let me be clear these are very nice creamy pencils and less breaking is a good quality on any pencilso all in all these are worth the purchase for quality blending and color abilitythe colors are phenomenal i love they differ in all aspects as they add more choices to my collection so you will be happy with theseprice point id definitely say is good but the recent increases has me a bit cranky id rate these around a  dollar usd for the  set  seems a tad highbut im not judging just one persons opinion you cant go wrong purchasing these though any artist expert or beginner would find these workable and desirablei tried to purchase the  set as it was prime item and delivery was next day however once order was placed it said it would be  days so that upset me and i cancelled it because that shouldnt be happening on prime delivery itemsi was very dissatisfied with that aspect and i couldnt get a straight answer from amazonas i wont let that reflect my product option that issue shouldnt really be sellers fault i was bummed that i wasnt able to get my  set as promised right now but maybe ill try again in the future because these are excellent pencilsso if you need them asap ask about arrival time from amazon im not sure if its due to holidays but it was upsetting i ordered them specifically because i was getting next day prime delivery and didntand its unfortunate there seems to be some discrepancy on shipping",2020-02-01,5,"verified purchase"
"1498","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","fantastic pencil crayons","crystal w","absolutely amazing pencil crayonspackaged and presented beautifully in a metal tin box each layer has  different shades of colours each true to its shadeeach colour blends perfectly i love the way these work the more you play with them the better techniques you find too i found many ways to work with them once i started playing aroundon different styles of paper and card you can get different effects its worth trying each to find your favourite to work with my favourite being on the card in the picture above they also work well on canvas card and watercolour cardthese leave a stunning shine to the colours no lines at all left behind all blended well and theyre smooth on most types of cardthe pencils are very nice to work with they do not scratch the paper theyre smooth and creamy and glide across the papercard the colour comes out really strong whether using it lightly or pressing harder for shadingim no artist i love the draw and i get through pencil crayons quite quickly so i needed to find some good quality onesnow these are creamy as i said when doing deep colouring you can use up more pencil than you want to i would prefer this and have a smooth colouring journey than cheaper pencils that do not give enough colour and leave lines behindi did have an issue with my first box the leads were broken within the crayons so when i was sharpening they were falling out mostly after speaking to arteza customer service via email i received fantastic support and was sent a new pack straight away my second pack has no issuesi would definitely recommend these pencil crayons they really are amazing quality true to colour work in many different ways brilliant customer service too",2021-05-10,5,"verified purchase"
"1499","arteza colouring pencils, professional set of 72 colours in a tin box, soft wax-based cores, for drawing, sketching & shading","light fastness rating on the pencils","cliente amazon","tldr just buy the premium ones theyre cheaper and for most people will do the trick especially if youre looking for pencil crayons for colouring booksfirst of all these pencils feel sturdy thats probably due to their thickness being mm if you used the premiums prior to these and liked their triangular shape you will be disappointed to find out that these ones are roundi made a little colour swatch sheet so i could familiarize myself with the colours but also what they look like when gamsol oderless mineral spirit often used for blending out pencil crayon is used on thema lot of the pencils are creamy feeling some not so much now i dont know if they correlate at all but i found the less the light fastness more stars the creamier the pencil the more light fastness less stars the more gritty it wasas for if i would recommend this pencil crayon definitely but i would recommend in this economy saving your money where you can if you are just colouring in a colouring book then all you need are the premiums or better yet get amazon basics  count wax pencil crayons they are on par with artezas premiums if youre selling artwork or for whatever reason believe you need expert level quality pencils then you definitely wont go wrong with these",2020-12-07,5,"verified purchase"
